Base Model,Dataset,Config,Original_Subdir,Mean P_500
Pythia-12B,github,gptq-b3-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b3-gs64-da0,0.08114081784405362
Pythia-12B,github,gptq-b3-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b3-gs32-da0,0.0832432768751346
Pythia-12B,github,gptq-b3-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b3-gs64-da1,0.08338352212522235
Pythia-12B,github,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b8-gs-1-da1,0.09206058028786715
Pythia-12B,github,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b8-gs64-da1,0.10522231214117364
Pythia-12B,github,gptq-b3-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b3-gs-1-da1,0.10686540831016715
Pythia-12B,github,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b4-gs128-da1,0.10846567446581494
Pythia-12B,github,gptq-b3-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b3-gs32-da1,0.11433315472323269
Pythia-12B,github,gptq-b3-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b3-gs-1-da0,0.1968714248719951
Pythia-12B,github,gptq-b2-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b2-gs-1-da0,0.33399971127005557
Pythia-12B,github,gptq-b2-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-gptq-b2-gs-1-da1,0.42254757853376573
Pythia-12B,gutenberg,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,5.863221183675394e-07
Pythia-12B,gutenberg,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,1.1804159662903134e-06
Pythia-12B,gutenberg,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,3.8924512754559985e-05
Pythia-12B,hackernews,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,2.942621322728598e-11
Pythia-12B,hackernews,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,6.718484763145941e-10
Pythia-12B,hackernews,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,7.44267066609526e-09
Pythia-12B,hackernews,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,2.2604305744511786e-05
Pythia-12B,math,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,0.001052561374344224
Pythia-12B,math,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,0.03241681173268081
Pythia-12B,math,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,0.04134259625708492
Pythia-12B,opensubtitles,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,0.3452783385389493
Pythia-12B,opensubtitles,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,0.37989466185124304
Pythia-12B,opensubtitles,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,0.46768865028259593
Pythia-12B,opensubtitles,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,0.5897820229121337
Pythia-12B,openwebtext2,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,0.005093418322762127
Pythia-12B,openwebtext2,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,0.04115346128534015
Pythia-12B,openwebtext2,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,0.09581135496426874
Pythia-12B,philpapers,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,2.8553408328664597e-62
Pythia-12B,philpapers,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,2.9989098037512344e-59
Pythia-12B,philpapers,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,7.482916996434029e-57
Pythia-12B,stackexchange,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,2.5479842830084976e-37
Pythia-12B,stackexchange,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,3.9272120257270674e-35
Pythia-12B,stackexchange,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,2.1801600837116494e-33
Pythia-12B,stackexchange,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,3.8385804303325214e-33
Pythia-12B,ubuntu,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,2.7551167335743796e-82
Pythia-12B,ubuntu,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,2.95926102490004e-82
Pythia-12B,ubuntu,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,8.101285323796222e-78
Pythia-12B,ubuntu,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,5.201303109527938e-75
Pythia-12B,uspto,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,4.583929047131704e-06
Pythia-12B,uspto,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,1.667961506926871e-05
Pythia-12B,uspto,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,1.8581818156745773e-05
Pythia-12B,uspto,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,2.1106917160853118e-05
Pythia-12B,wikipedia,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,4.781889744619722e-15
Pythia-12B,wikipedia,static-4bit-fp4-bfloat16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-fp4-bfloat16,1.3641994595028685e-14
Pythia-12B,wikipedia,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,2.4041249436340724e-14
Pythia-12B,wikipedia,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,4.424597157613622e-14
Pythia-12B,wikipedia,static-4bit-fp4-float32,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-fp4-float32,4.523441638386613e-14
Pythia-12B,wikipedia,static-4bit-fp4-bfloat16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-fp4-dq-bfloat16,9.342744246367751e-14
Pythia-12B,wikipedia,static-4bit-nf4-dq-float32,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-nf4-dq-float32,9.052673531721471e-13
Pythia-12B,wikipedia,static-4bit-fp4-float16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-fp4-float16,1.6832043282608542e-12
Pythia-12B,wikipedia,static-4bit-fp4-dq-float16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-fp4-dq-float16,3.79040320935895e-12
Pythia-12B,wikipedia,static-4bit-nf4-float16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-nf4-float16,4.200046978472329e-12
Pythia-12B,wikipedia,static-4bit-nf4-float32,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-nf4-float32,6.933525430021674e-12
Pythia-12B,wikipedia,static-4bit-nf4-dq-bfloat16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-nf4-dq-bfloat16,7.271188392014847e-12
Pythia-12B,wikipedia,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,1.0323796948466125e-11
Pythia-12B,wikipedia,static-4bit-nf4-bfloat16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-nf4-bfloat16,5.611808510864431e-11
Pythia-12B,wikipedia,static-4bit-nf4-dq-float16,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-nf4-dq-float16,3.1520392054003716e-10
Pythia-12B,wikipedia,static-4bit-fp4-dq-float32,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-static-4bit-fp4-dq-float32,4.3175520371426097e-10
Pythia-12B,youtubesubtitles,awq-b4-gs64-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs64-zp1,9.144139184834642e-41
Pythia-12B,youtubesubtitles,awq-b4-gs128-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs128-zp1,1.2438284421311788e-37
Pythia-12B,youtubesubtitles,awq-b4-gs32-zp1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-12b-deduped-awq-b4-gs32-zp1,1.0270935796302219e-36
Pythia-12B,youtubesubtitles,EleutherAI_pythia-12b-deduped,EleutherAI_pythia-12b-deduped,2.3273399717113831e-35
Pythia-160M,arxiv,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b2-gs32-da1,0.00016776142604584001
Pythia-160M,arxiv,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b2-gs32-da0,0.0006430507837802008
Pythia-160M,arxiv,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b2-gs64-da1,0.09779484321919786
Pythia-160M,arxiv,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs-1-da1,0.4695584421366362
Pythia-160M,arxiv,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs-1-da0,0.6338497436968149
Pythia-160M,arxiv,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs32-da0,0.6395938548995289
Pythia-160M,arxiv,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs64-da1,0.6554627750737622
Pythia-160M,arxiv,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs128-da0,0.6724215211070532
Pythia-160M,arxiv,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs32-da1,0.6850599442638787
Pythia-160M,arxiv,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs64-da0,0.7107566827956764
Pythia-160M,arxiv,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs128-da1,0.7131338809017744
Pythia-160M,arxiv,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs-1-da1,0.7255965023969806
Pythia-160M,arxiv,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs32-da0,0.7638294385834828
Pythia-160M,arxiv,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs32-da1,0.7937407099765409
Pythia-160M,arxiv,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs128-da1,0.8125253049491766
Pythia-160M,arxiv,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs64-da1,0.8149371491715174
Pythia-160M,arxiv,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs128-da0,0.8626370906883565
Pythia-160M,arxiv,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs64-da0,0.8801840114343003
Pythia-160M,arxiv,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs-1-da0,0.9159282573343412
Pythia-160M,cc,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b2-gs32-da1,1.3330859559886442e-07
Pythia-160M,cc,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b2-gs32-da0,5.1378567899583094e-05
Pythia-160M,cc,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b2-gs64-da1,0.0001735390438897115
Pythia-160M,cc,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs32-da1,0.1924441060029455
Pythia-160M,cc,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs-1-da0,0.20773663645053403
Pythia-160M,cc,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs32-da1,0.2354558417164096
Pythia-160M,cc,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs128-da1,0.24054310841498946
Pythia-160M,cc,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs32-da0,0.2559292806018398
Pythia-160M,cc,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs64-da1,0.29107684789765925
Pythia-160M,cc,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs-1-da0,0.2935756995622694
Pythia-160M,cc,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs-1-da1,0.2984126982848022
Pythia-160M,cc,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs64-da0,0.3044165746354047
Pythia-160M,cc,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs-1-da1,0.30567161747361593
Pythia-160M,cc,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs64-da1,0.37481191866409735
Pythia-160M,cc,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs32-da0,0.37968288839271946
Pythia-160M,cc,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs128-da1,0.4257201497115285
Pythia-160M,cc,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs128-da0,0.4441104979526595
Pythia-160M,cc,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs128-da0,0.46363462291349694
Pythia-160M,cc,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs64-da0,0.5105476721379455
Pythia-160M,github,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs128-da1,0.002254162556997567
Pythia-160M,github,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs32-da0,0.004717684132058815
Pythia-160M,github,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs32-da0,0.009788441489062643
Pythia-160M,github,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs32-da1,0.013937789882799118
Pythia-160M,github,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs64-da0,0.014529302370735417
Pythia-160M,github,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs128-da0,0.01584377952808928
Pythia-160M,github,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs-1-da1,0.020062570997255565
Pythia-160M,github,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs-1-da0,0.02796734614523356
Pythia-160M,github,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs128-da0,0.029114541521032468
Pythia-160M,github,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs64-da1,0.03812362960269734
Pythia-160M,github,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs64-da0,0.04694558010860568
Pythia-160M,github,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs64-da1,0.0545182214126376
Pythia-160M,github,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs128-da1,0.07281700755360614
Pythia-160M,github,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs-1-da1,0.15452014448895918
Pythia-160M,github,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b4-gs-1-da0,0.16852609943341684
Pythia-160M,github,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-160m-deduped-gptq-b8-gs32-da1,0.17672290226355541
Pythia-1B,arxiv,gptq-b3-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs32-da0,0.28316168656344287
Pythia-1B,arxiv,gptq-b3-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs-1-da1,0.32603887023360967
Pythia-1B,arxiv,gptq-b3-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs64-da0,0.37177931887724414
Pythia-1B,arxiv,gptq-b2-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs64-da1,0.39398934129962454
Pythia-1B,arxiv,gptq-b3-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs128-da1,0.3984138775501864
Pythia-1B,arxiv,gptq-b8-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs32-da1,0.4215939460638
Pythia-1B,arxiv,gptq-b3-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs128-da0,0.4238907213101518
Pythia-1B,arxiv,gptq-b3-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs-1-da0,0.42814022529670337
Pythia-1B,arxiv,gptq-b8-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs-1-da0,0.4403096340969837
Pythia-1B,arxiv,gptq-b2-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs128-da0,0.47852571314976766
Pythia-1B,arxiv,gptq-b8-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs32-da0,0.4823815751885484
Pythia-1B,arxiv,gptq-b4-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs32-da1,0.48564158582025796
Pythia-1B,arxiv,gptq-b4-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs128-da1,0.5047243926570105
Pythia-1B,arxiv,gptq-b8-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs64-da0,0.5376433768530233
Pythia-1B,arxiv,EleutherAI_pythia-1b-deduped,EleutherAI_pythia-1b-deduped,0.5517326458951392
Pythia-1B,arxiv,gptq-b8-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs64-da1,0.5719237824856623
Pythia-1B,arxiv,gptq-b3-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs32-da1,0.5727658166184649
Pythia-1B,arxiv,gptq-b3-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b3-gs64-da1,0.5836058554045244
Pythia-1B,arxiv,gptq-b4-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs-1-da0,0.6001833345751637
Pythia-1B,arxiv,gptq-b4-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs64-da0,0.6239338956330778
Pythia-1B,arxiv,gptq-b4-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs128-da0,0.626241679984924
Pythia-1B,arxiv,gptq-b2-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs32-da0,0.6289114090918412
Pythia-1B,arxiv,gptq-b2-gs32-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs32-da1,0.6357206025749965
Pythia-1B,arxiv,gptq-b2-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs-1-da1,0.6372616250093128
Pythia-1B,arxiv,gptq-b2-gs64-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs64-da0,0.6563436986594978
Pythia-1B,arxiv,gptq-b8-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs-1-da1,0.6963636340051783
Pythia-1B,arxiv,gptq-b4-gs64-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs64-da1,0.7006988148618202
Pythia-1B,arxiv,gptq-b8-gs128-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs128-da0,0.7057149210539586
Pythia-1B,arxiv,gptq-b8-gs128-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b8-gs128-da1,0.7298311599757034
Pythia-1B,arxiv,gptq-b4-gs-1-da1,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs-1-da1,0.7481158492448083
Pythia-1B,arxiv,gptq-b4-gs32-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b4-gs32-da0,0.7493366767075513
Pythia-1B,arxiv,gptq-b2-gs-1-da0,_scratch_ar7789_llm_quant_saved_qmodels_tmp_EleutherAI_pythia-1b-deduped-gptq-b2-gs-1-da0,0.7528966065385789
